fips,3rd Party Effect
31037,0.0557
31039,0.0668
31041,0.0703
31043,0.0198
31045,0.0333
31047,0.0539
31049,0.0308
31051,0.1011
31053,0.041
31055,0.0102
31057,0.073
31059,0.0586
31061,0.0361
31063,0.0458
31065,0.0462
31067,0.1013
31069,0.0216
31071,0.0692
31073,0.0316
31075,0.0573
31077,0.113
31079,0.0402
31081,0.1327
31083,0.0945
31085,0.0642
31087,0.041
31089,0.0499
31091,0.0352
31093,0.0477
31095,0.042
31097,0.0451
31099,0.0428
31101,0.0448
31103,0.0252
31105,0.0341
31107,0.0815
31109,0.0197
31111,0.044
31113,0.0868
31115,0.0389
31117,0.0851
31119,0.0595
31121,0.107
31123,0.0453
31125,0.0404
31127,0.0723
31129,0.0341
31131,0.0705
31133,0.0585
31135,0.1116
31137,0.0813
31139,0.0641
31141,0.0638
31143,0.0927
31145,0.0369
31147,0.0552
31149,0.0537
31151,0.0332
31153,0.0301
31155,0.0492
31157,0.0623
31159,0.0976
31161,0.0286
31163,0.0392
31165,0.093
31167,0.112
31169,0.0727
31171,0.0396
31173,0.0276
31175,0.0452
31177,0.0518
31179,0.0795
31181,0.0416
31183,0.0711
31185,0.0776
32001,0.2798
32003,0.1163
32005,0.3586
32007,0.4883
32009,0.016
32011,0.1894
32013,0.2246
32015,0.1739
32017,0.2616
32019,0.2108
32021,0.0517
32023,0.1279
32027,0.1533
32029,0.1753
32031,0.1911
32033,0.1643
32510,0.2458
33001,0.0234
33003,0.0117
33005,0.0156
33007,0.0001
33009,0.0067
33011,0.0093
33013,0.0029
33015,0.0107
33017,0.0016
33019,0.003
34001,0.014
34003,0.0411
34005,0.0295
34007,0.0627
34009,0.0036
34011,0.0281
34013,0.0434
34015,0.0559
34017,0.0796
34019,0.0017
34021,0.0444
34023,0.0661
34025,0.0276
34027,0.0027
34029,0.0139
34031,0.0301
34033,0.0225
34035,0.0155
34037,0.0064
34039,0.0362
34041,0.0047
35001,0.0898
35003,0.0134
35005,0.0009
35006,0.1092
35007,0.0549
35009,0.0041
35015,0.0092
35017,0.105
35019,0.131
35021,0.0017
35023,0.0535
35025,0.0003
35027,0.0012
35028,0.0425
35029,0.0274
35031,0.1006
35033,0.0957
35035,0.0028
35037,0.0276
35039,0.1215
35041,0.0112
35043,0.0594
35045,0.0074
35047,0.1214
35049,0.1639
35051,0.0328
35053,0.0585
35055,0.2485
35057,0.015
35059,0.0257
35061,0.0482
36001,0.0674
36003,0.0261
36005,0.0744
36007,0.0004
36009,0.0004
36011,0.0014
36013,0.0001
36015,0.0114
36017,0.0116
36019,0.0522
36021,0.0196
36023,0.0005
36025,0.0007
36027,0.0131
36029,0.0359
36031,0.0004
36033,0.0469
36035,0.0153
36037,0.0059
36039,0
36041,0.041
36043,0.0108
36045,0.0093
36049,0.0258
36051,0.0017
36053,0.009
36055,0.0057
36057,0.0002
36059,0.0029
36063,0.0123
36065,0.0009
36067,0.0002
36069,0.0016
36071,0.009
36073,0.0095
36075,0.0144
36077,0.0007
36079,0.0057
36081,0.0879
36083,0.0175
36087,0.0195
36091,0.0059
36093,0.01
36095,0.0005
36097,0
36099,0.0008
36101,0.0195
36103,0.0065
36105,0.0321
36107,0.013
36109,0.1096
36111,0.0887
36113,0.0079
36115,0.0057
36117,0.0094
36119,0.0121
36121,0.0082
36123,0.0183
37001,0.0209
37003,0.0778
37005,0.0049
37007,0.0058
37009,0.0272
37011,0.1381
37013,0.0271
37015,0.0033
37017,0.0052
37019,0.03
37021,0.0289
37023,0.0193
37025,0.0352
37027,0.0671
37029,0.028
37031,0.0352
37033,0.0002
37035,0.0669
37037,0
37039,0.046
37041,0.0172
37043,0.0723
37045,0.0178
37047,0.0055
37049,0.0276
37051,0
37053,0.0408
37055,0.0002
37057,0.075
37059,0.1332
37061,0.0101
37063,0.0332
37065,0.0045
37067,0.014
37069,0.0082
37071,0.0386
37073,0.0001
37075,0.0406
37077,0
37079,0.0001
37081,0.0021
37083,0.012
37085,0.0233
37087,0.0015
37089,0.0726
37091,0.0181
37093,0.0053
37095,0.0249
37097,0.0597
37099,0.0054
37101,0.0388
37103,0
37105,0.0067
37107,0.0029
37109,0.0686
37111,0.0398
37113,0.0423
37115,0.0138
37117,0.0001
37119,0.0035
37121,0.1021
37123,0.0052
37125,0.0833
37127,0.0107
37129,0.0027
37131,0.0145
37133,0.0439
37135,0.0551
37137,0.0045
37139,0.0024
37141,0.0167
37143,0.0193
37145,0
37147,0.0028
37149,0.0146
37151,0.107
37153,0.0043
37155,0.0371
37157,0.0255
37159,0.0501
37161,0.0193
37163,0.0242
37165,0.0015
37167,0.0492
37169,0.0729
37171,0.0431
37173,0.0023
37175,0.0328
37177,0.0017
37179,0.086
37181,0.0158
37183,0.0043
37185,0.0136
37187,0.0048
37189,0.0052
37191,0.0159
37193,0.0817
37195,0.0071
37197,0.1316
37199,0.0016
39001,0.0884
39003,0.1467
39005,0.1779
39007,0.0184
39009,0.0216
39011,0.2067
39013,0.013
39015,0.0847
39017,0.1018
39019,0.0627
39021,0.132
39023,0.0637
39025,0.1282
39027,0.1385
39029,0.0552
39031,0.0803
39033,0.1421
39035,0.0039
39037,0.169
39039,0.1404
39041,0.2397
39043,0.0217
39045,0.1475
39047,0.1648
39049,0.0309
39051,0.158
39053,0.0757
39055,0.1443
39057,0.106
39059,0.0723
39061,0.0624
39063,0.1814
39065,0.1537
39067,0.0205
39069,0.184
39071,0.0967
39073,0.0588
39075,0.2232
39077,0.08
39079,0.0784
39081,0.0079
39083,0.1631
39085,0.0563
39087,0.0612
39089,0.1397
39091,0.176
39093,0.0198
39095,0.0079
39097,0.1955
39099,0.001
39101,0.0974
39103,0.1068
39105,0.0701
39107,0.2324
39109,0.1548
39111,0.002
39113,0.0419
39115,0.1108
39117,0.1822
39119,0.1027
39121,0.0646
39123,0.0439
39125,0.1648
39127,0.0668
39129,0.1442
39131,0.0246
39133,0.0155
39135,0.1106
39137,0.3003
39139,0.112
39141,0.0639
39143,0.0842
39145,0.0212
39147,0.0968
39149,0.1726
39151,0.0595
39153,0.0967
39155,0.0007
39157,0.0349
39159,0.2369
39161,0.2146
39163,0.0306
39165,0.1596
39167,0.0814
39169,0.1662
39171,0.1719
39173,0.0528
39175,0.1353
40001,0.0004
40003,0.177
40005,0.0221
40007,0.3452
40009,0.0378
40011,0.0594
40013,0
40015,0.0011
40017,0.1307
40019,0.0073
40021,0.0044
40023,0.0371
40025,0.2482
40027,0.0233
40029,0.1386
40031,0.0148
40033,0.0027
40035,0.0029
40037,0.0703
40039,0.0663
40041,0.0199
40043,0.0628
40045,0.1432
40047,0.1334
40049,0.0011
40051,0.0482
40053,0.1007
40055,0.0391
40057,0.0071
40059,0.1282
40061,0.03
40063,0.0329
40065,0.0715
40067,0.0118
40069,0.0139
40071,0.0753
40073,0.1664
40075,0.0003
40077,0.091
40081,0.0492
40083,0.1264
40085,0.0249
40087,0.0711
40089,0.0184
40091,0.0099
40093,0.2746
40095,0.0004
40097,0.007
40099,0.0132
40101,0
40103,0.0615
40105,0.0185
40107,0.0013
40109,0.0449
40111,0.001
40113,0.0165
40115,0.0008
40117,0.0222
40119,0.0331
40121,0.028
40123,0.0002
40125,0.0237
40127,0.0487
40129,0.0078
40131,0.0994
40133,0
40135,0.0003
40137,0.0363
40139,0.188
40141,0.0112
40143,0.069
40145,0.0946
40147,0.1484
40149,0.0095
40151,0.1114
40153,0.1114
41001,0.0075
41003,0.103
41005,0.0214
41007,0.0605
41009,0.0442
41011,0.0331
41013,0.0004
41015,0.0116
41017,0.016
41019,0.0048
41021,0.0005
41023,0.0001
41025,0.0006
41027,0.0798
41029,0.0337
41031,0.0013
41033,0.0068
41035,0
41037,0.0038
41039,0.1007
41041,0.0582
41043,0.0089
41045,0.0029
41047,0.01
41049,0.0022
41051,0.1727
41053,0.0078
41055,0.0019
41057,0.0338
41059,0.0002
41061,0.0001
41063,0.0008
41065,0.0314
41067,0.0436
41069,0.0006
41071,0.008
42001,0.0121
42003,0.0147
42005,0.0007
42007,0.0016
42009,0.0274
42011,0.0013
42013,0.0138
42015,0.0221
42017,0.0001
42019,0.0178
42021,0.0106
42023,0.0044
42025,0.0079
42027,0.0002
42029,0.0092
42031,0.0099
42033,0.0003
42035,0.0003
42037,0.0032
42039,0.0095
42041,0.0196
42043,0.0028
42045,0.0017
42047,0.007
42049,0.004
42051,0.0111
42053,0.0049
42055,0.0323
42057,0.0244
42059,0.0068
42061,0.0117
42063,0.0009
42065,0.0089
42067,0.0313
42069,0.0348
42071,0.0395
42073,0.0004
42075,0.0311
42077,0.0006
42079,0.0194
42081,0.0095
42083,0.0116
42085,0.0044
42087,0.0274
42089,0.0085
42091,0
42093,0.0027
42095,0.0055
42097,0.0011
42099,0.027
42101,0.0811
42103,0.0002
42105,0.0152
42107,0.0003
42109,0.0472
42111,0.0055
42113,0.0049
42115,0.0172
42117,0.0203
42119,0.0211
42121,0.0163
42123,0.0145
42125,0.0005
42127,0.0037
42129,0.0002
42131,0.0043
42133,0.0089
44001,0.0394
44005,0.0762
44007,0.1828
45001,0.1334
45003,0.1895
45005,0.0051
45007,0.2355
45009,0.0273
45011,0.0854
45013,0.1759
45015,0.1301
45017,0.0935
45019,0.0802
45021,0.1662
45023,0.0615
45025,0.0987
45027,0.0827
45029,0.0768
45031,0.0885
45033,0.0949
45035,0.1477
45037,0.1637
45039,0.0367
45041,0.1002
45043,0.0968
45045,0.2128
45047,0.1864
45049,0.0334
45051,0.0963
45053,0.0708
45055,0.146
45057,0.1698
45059,0.1699
45061,0.0173
45063,0.2236
45065,0.124
45067,0.0256
45069,0.0338
45071,0.1602
45073,0.2734
45075,0.0181
45077,0.2672
45079,0.0383
45081,0.1837
45083,0.1905
45085,0.0709
45087,0.1109
45089,0.0159
45091,0.1611
46003,0.0123
46005,0.0063
46007,0.0078
46009,0.0012
46011,0.0036
46013,0.0062
46015,0.0171
46017,0.0687
46019,0.0061
46021,0.0193
46023,0.0086
46025,0.0013
46027,0.041
46029,0.0004
46031,0.0473
46033,0.0052
46035,0.0008
46037,0.015
46039,0.0002
46041,0.1455
46043,0.0517
46045,0.0006
46047,0.0017
46049,0
46051,0.0001
46053,0.0064
46055,0.006
46057,0.0293
46059,0.009
46061,0.0015
46063,0.0115
46065,0.017
46067,0.0311
46069,0.0026
46071,0.0011
46073,0.0002
46075,0.0109
46077,0.0028
46079,0.0047
46081,0.0007
46083,0.0001
46085,0.0017
46087,0.0034
46089,0.039
46091,0.0086
46093,0.0027
46095,0.0577
46097,0.007
46099,0.0101
46101,0.011
46103,0.0002
46105,0.0106
46107,0.02
46109,0.0566
46111,0
46115,0.0036
46117,0.0015
46119,0.0027
46121,0.1624
46123,0.0004
46125,0.0001
46127,0
46129,0.0119
46135,0.0083
46137,0.0801
47001,0.0885
47003,0.1088
47005,0.0617
47007,0.0886
47009,0.1602
47011,0.2136
47013,0.106
47015,0.081
47017,0.1349
47019,0.1526
47021,0.0942
47023,0.1889
47025,0.0882
47027,0.0541
47029,0.1159
47031,0.1297
47033,0.1367
47035,0.1639
47037,0.0139
47039,0.0852
47041,0.0745
47043,0.1058
47045,0.1388
47047,0.1692
47049,0.1355
47051,0.0766
47053,0.1576
47055,0.0898
47057,0.1458
47059,0.1442
47061,0.046
47063,0.1662
47065,0.1088
47067,0.1302
47069,0.0478
47071,0.0988
47073,0.1388
47075,0.065
47077,0.168
47079,0.1057
47081,0.0954
47083,0.0543
47085,0.051
47087,0.0791
47089,0.1641
47091,0.1467
47093,0.1109
47095,0.0625
47097,0.077
47099,0.058
47101,0.0682
47103,0.1413
47105,0.2025
47107,0.1674
47109,0.1238
47111,0.0952
47113,0.1516
47115,0.0492
47117,0.094
47119,0.1355
47121,0.0842
47123,0.121
47125,0.0851
47127,0.1461
47129,0.1156
47131,0.154
47133,0.069
47135,0.061
47137,0.119
47139,0.0181
47141,0.1068
47143,0.1702
47145,0.127
47147,0.1506
47149,0.1126
47151,0.1253
47153,0.1096
47155,0.1477
47157,0.0432
47159,0.1038
47161,0.0678
47163,0.1759
47165,0.1852
47167,0.1585
47169,0.0658
47171,0.1205
47173,0.0919
47175,0.0601
47177,0.0716
47179,0.1387
47181,0.1277
47183,0.129
47185,0.0903
47187,0.2545
47189,0.1592
48001,0.3367
48003,0.4793
48005,0.3167
48007,0.2073
48009,0.4011
48011,0.5068
48013,0.173
48015,0.3731
48017,0.4113
48019,0.2655
48021,0.0999
48023,0.3505
48025,0.1686
48027,0.2137
48029,0.0597
48031,0.2999
48033,0.4679
48035,0.3169
48037,0.2784
48039,0.2297
48041,0.2672
48043,0
48045,0.4543
48047,0.0253
48049,0.4053
48051,0.2874
48053,0.2869
48055,0.1048
48057,0.1373
48059,0.3747
48061,0.0001
48063,0.2037
48065,0.4841
48067,0.2901
48069,0.3425
48071,0.3313
48073,0.3423
48075,0.3588
48077,0.4048
48079,0.5828
48081,0.3878
48083,0.4017
48085,0.1962
48087,0.3777
48089,0.327
48091,0.3077
48093,0.3206
48095,0.3655
48097,0.346
48099,0.2335
48101,0.3166
48103,0.4263
48105,0.0241
48107,0.2103
48109,0.0356
48111,0.4067
48113,0.0633
48115,0.4662
48117,0.4025
48119,0.2703
48121,0.1806
48125,0.4164
48127,0.0362
48129,0.3464
48131,0.0233
48133,0.4122
48135,0.294
48137,0.2517
48139,0.2988
48141,0.0018
48143,0.3335
48145,0.2041
48147,0.2979
48149,0.2859
48151,0.0829
48153,0.5541
48155,0.1754
48157,0.145
48159,0.3832
48161,0.3355
48163,0.0175
48165,0.454
48167,0.1795
48169,0.4982
48171,0.3564
48173,0.5814
48175,0.1707
48177,0.3199
48179,0.4122
48181,0.2531
48183,0.2964
48185,0.2793
48187,0.2214
48189,0.4421
48191,0.2791
48193,0.3287
48195,0.5137
48197,0.1677
48199,0.3419
48201,0.1052
48203,0.2579
48205,0.5157
48207,0.2227
48209,0.0465
48211,0.4673
48213,0.3094
48215,0.0022
48217,0.3075
48219,0.4406
48221,0.3278
48223,0.3207
48225,0.3095
48227,0.3221
48229,0.0007
48231,0.3079
48233,0.4125
48235,0.4543
48237,0.34
48239,0.3443
48241,0.2474
48243,0.0821
48245,0.0429
48247,0.0327
48249,0.0003
48251,0.3047
48253,0.3782
48255,0.0231
48257,0.2698
48259,0.3792
48261,0.0201
48263,0.2051
48265,0.3139
48267,0.328
48269,0.3796
48271,0.0599
48273,0.042
48275,0.3732
48277,0.2914
48279,0.4067
48281,0.287
48283,0.0007
48287,0.2459
48289,0.3295
48291,0.2852
48293,0.2467
48295,0.4555
48297,0.3195
48299,0.2787
48301,0.2111
48303,0.2854
48305,0.5585
48307,0.3601
48309,0.2656
48311,0.3449
48313,0.3109
48315,0.1487
48317,0.5141
48319,0.3997
48321,0.188
48323,0.0383
48325,0.2822
48327,0.3024
48329,0.4309
48331,0.238
48333,0.3553
48335,0.3715
48337,0.3398
48339,0.3432
48341,0.4169
48343,0.1648
48345,0.4136
48347,0.2906
48349,0.285
48351,0.0337
48353,0.3461
48355,0.0652
48357,0.5042
48359,0.5758
48361,0.2564
48363,0.3282
48365,0.3343
48367,0.3239
48369,0.5354
48371,0.0188
48373,0.2548
48375,0.2663
48377,0.0837
48379,0.3119
48381,0.4017
48383,0.4908
48385,0.3544
48387,0.2214
48389,0.0692
48391,0.0402
48393,0.4528
48395,0.1679
48397,0.3119
48399,0.3911
48401,0.3522
48403,0.2295
48405,0.2069
48407,0.2725
48409,0.1305
48411,0.3973
48413,0.3733
48415,0.3849
48417,0.4092
48419,0.3525
48421,0.4869
48423,0.3796
48425,0.4129
48427,0.0314
48429,0.3339
48431,0.4583
48433,0.1609
48435,0.4543
48437,0.2686
48439,0.1406
48441,0.3642
48443,0
48445,0.367
48447,0.3469
48449,0.3009
48451,0.316
48453,0.0036
48455,0.2332
48457,0.2722
48459,0.3525
48461,0.2856
48463,0.0253
48465,0.0323
48467,0.3642
48469,0.2286
48471,0.2338
48473,0.2277
48475,0.2194
48477,0.3843
48479,0.0166
48481,0.3078
48483,0.3989
48485,0.2585
48487,0.3418
48489,0.0221
48491,0.1079
48493,0.283
48495,0.3722
48497,0.3127
48499,0.3611
48501,0.5007
48503,0.3699
48505,0.0544
48507,0.0374
49001,0.5781
49003,0.5746
49005,0.2036
49007,0.1126
49009,0.1975
49011,0.4099
49013,0.5119
49015,0.359
49017,0.2055
49019,0.1411
49021,0.2491
49023,0.5373
49025,0.0949
49027,0.6265
49029,0.4531
49031,0.3402
49033,0.7691
49035,0.0025
49037,0.3374
49039,0.3317
49041,0.4335
49043,0.0204
49045,0.1689
49047,0.5079
49049,0.4176
49051,0.2133
49053,0.291
49055,0.1166
49057,0.0386
50001,0.0335
50003,0.211
50007,0.0345
50009,0.1101
50011,0.0752
50013,0.1066
50017,0.052
50021,0.0641
50023,0.0712
50025,0.4182
50027,0.2454
51001,0.0513
51003,0.0198
51005,0.0659
51007,0.0973
51009,0.1227
51011,0.1389
51013,0.0084
51015,0.1559
51017,0.0632
51019,0.2066
51021,0.0761
51023,0.1748
51025,0.0243
51027,0.0246
51029,0.0395
51031,0.1973
51033,0.0372
51035,0.0853
51036,0.0259
51037,0.0508
51041,0.0738
51043,0.0849
51045,0.1001
51047,0.1078
51049,0.0663
51051,0.0303
51053,0.0344
51057,0.0881
51059,0.0298
51061,0.1091
51063,0.0145
51065,0.0507
51067,0.105
51069,0.1233
51071,0.0832
51073,0.0854
51075,0.1507
51077,0.0657
51079,0.0956
51081,0.0157
51083,0.0511
51085,0.151
51087,0.0525
51089,0.0696
51091,0.0592
51093,0.0786
51095,0.1252
51097,0.0411
51099,0.1134
51101,0.1025
51103,0.0844
51105,0.0962
51107,0.0637
51109,0.081
51111,0.0592
51113,0.0823
51115,0.0939
51117,0.0493
51119,0.0566
51121,0.0063
51125,0.004
51127,0.1338
51131,0.0266
51133,0.0939
51135,0.0499
51137,0.0873
51139,0.0754
51141,0.0857
51143,0.0868
51145,0.1751
51147,0.04
51149,0.0515
51153,0.0327
51155,0.0663
51157,0.0293
51159,0.1239
51161,0.1218
51163,0.0829
51165,0.1444
51167,0.0612
51169,0.1202
51171,0.1236
51173,0.0827
51175,0.0661
51177,0.0832
51179,0.0797
51181,0.0203
51183,0.0314
51185,0.0776
51187,0.0855
51191,0.1128
51193,0.0528
51195,0.0453
51197,0.0697
51199,0.1149
51600,0.0262
51620,0.0452
51760,0.0059
51770,0.0098
53001,0.0239
53003,0.0193
53005,0.034
53007,0.0243
53009,0.024
53011,0.0313
53013,0.0185
53015,0.0195
53017,0.0195
53019,0.0127
53021,0.0396
53023,0.0815
53025,0.0187
53027,0.0067
53029,0.0681
53031,0.0228
53033,0.0274
53035,0.0376
53037,0.0129
53039,0.0241
53041,0.0167
53043,0.0268
53045,0.0225
53047,0.0068
53049,0.0109
53051,0.0169
53053,0.0288
53055,0.0349
53057,0.0187
53059,0.0113
53061,0.0252
53063,0.0344
53065,0.019
53067,0.0292
53069,0.0121
53071,0.0257
53073,0.0301
53075,0.0357
53077,0.0131
54001,0.0394
54003,0.0121
54005,0.1944
54007,0.1379
54009,0.0816
54011,0.0391
54013,0.2047
54015,0.1231
54017,0
54019,0.1324
54021,0.1467
54023,0.0004
54025,0.0738
54027,0.0186
54029,0.0765
54031,0.0601
54033,0.0704
54035,0.0175
54037,0.0402
54039,0.0518
54041,0.0379
54043,0.1174
54045,0.2248
54047,0.2142
54049,0.1126
54051,0.0704
54053,0.0408
54055,0.0428
54057,0.009
54059,0.2453
54061,0.0916
54063,0.0338
54065,0.0013
54067,0.0881
54069,0.0387
54071,0.0724
54073,0.0315
54075,0.093
54077,0.0189
54079,0.0159
54081,0.0526
54083,0.0968
54085,0.0007
54087,0.0372
54089,0.0786
54091,0.0488
54093,0.0934
54095,0.0056
54097,0.0047
54099,0.087
54101,0.2174
54103,0.1504
54105,0.0464
54107,0.0088
54109,0.1206
55001,0.0011
55003,0.0386
55005,0.0114
55007,0.0303
55009,0.0086
55011,0.0005
55013,0.0134
55015,0.0326
55017,0.005
55019,0.0138
55021,0
55023,0.0018
55025,0.0592
55027,0.0496
55029,0.0041
55031,0.0133
55033,0
55035,0.0056
55037,0.0211
55039,0.0462
55041,0.0023
55043,0.0004
55045,0.001
55047,0.0474
55049,0.0088
55051,0.0002
55053,0.0027
55055,0.0211
55057,0.0018
55059,0
55061,0.0216
55063,0.0088
55065,0.0031
55067,0.0112
55069,0.0034
55071,0.0225
55073,0.0078
55075,0.0136
55077,0.0047
55078,0.1222
55079,0.0018
55081,0.0008
55083,0.0195
55085,0.0015
55087,0.0082
55089,0.132
55091,0.0037
55093,0.0026
55095,0.0123
55097,0.0063
55099,0
55101,0.0209
55103,0.0004
55105,0.0046
55107,0.0084
55109,0.0209
55111,0.0024
55113,0
55115,0.0172
55117,0.0626
55119,0.0211
55121,0.0002
55123,0.0086
55125,0.0053
55127,0.0258
55129,0.0039
55131,0.1761
55133,0.1532
55135,0.0153
55137,0.0258
55139,0.0012
55141,0.0053
56001,0.574
56003,0.25
56005,0.4445
56007,0.1837
56009,0.36
56011,0.25
56013,0.25
56015,0.16
56017,0.25
56019,0.25
56021,0.4482
56023,0.25
56025,0.2244
56027,1
56029,0.3787
56031,0.4445
56033,0.25
56035,0.5625
56037,0.2976
56039,0.36
56041,0.3087
56043,0.1111
56045,0.25
