fips,WinMargin,,
31029,0.72,,
31031,0.70,,
31033,0.70,,
31035,0.69,,
31037,0.65,,
31039,0.64,,
31041,0.68,,
31043,0.58,,
31045,0.55,,
31047,0.68,,
31049,0.80,,
31051,0.54,,
31053,0.61,,
31055,0.40,,
31057,0.64,,
31059,0.61,,
31061,0.72,,
31063,0.72,,
31065,0.72,,
31067,0.45,,
31069,0.76,,
31071,0.74,,
31073,0.67,,
31075,0.76,,
31077,0.49,,
31079,0.58,,
31081,0.56,,
31083,0.62,,
31085,0.63,,
31087,0.75,,
31089,0.72,,
31091,0.73,,
31093,0.60,,
31095,0.57,,
31097,0.58,,
31099,0.64,,
31101,0.70,,
31103,0.77,,
31105,0.74,,
31107,0.63,,
31109,0.26,,
31111,0.63,,
31113,0.68,,
31115,0.65,,
31117,0.66,,
31119,0.58,,
31121,0.58,,
31123,0.72,,
31125,0.68,,
31127,0.55,,
31129,0.70,,
31131,0.56,,
31133,0.54,,
31135,0.59,,
31137,0.62,,
31139,0.68,,
31141,0.64,,
31143,0.54,,
31145,0.72,,
31147,0.64,,
31149,0.72,,
31151,0.44,,
31153,0.50,,
31155,0.58,,
31157,0.58,,
31159,0.46,,
31161,0.78,,
31163,0.64,,
31165,0.56,,
31167,0.55,,
31169,0.57,,
31171,0.79,,
31173,0.56,,
31175,0.64,,
31177,0.62,,
31179,0.54,,
31181,0.70,,
31183,0.63,,
31185,0.59,,
32001,0.34,,
32003,0.31,,
32005,0.34,,
32007,0.23,,
32009,0.41,,
32011,0.36,,
32013,0.36,,
32015,0.30,,
32017,0.13,,
32019,0.43,,
32021,0.22,,
32023,0.47,,
32027,0.24,,
32029,0.30,,
32031,0.35,,
32033,0.24,,
32510,0.38,,
33001,0.08,,
33003,0.05,,
33005,-0.02,,
33007,0.02,,
33009,-0.05,,
33011,0.01,,
33013,-0.02,,
33015,0.05,,
33017,-0.03,,
33019,0.04,,
34001,0.03,,
34003,-0.16,,
34005,-0.15,,
34007,-0.35,,
34009,0.25,,
34011,-0.12,,
34013,-0.54,,
34015,-0.13,,
34017,-0.52,,
34019,0.26,,
34021,-0.37,,
34023,-0.26,,
34025,0.05,,
34027,0.15,,
34029,0.29,,
34031,-0.20,,
34033,0.02,,
34035,-0.05,,
34037,0.38,,
34039,-0.38,,
34041,0.35,,
35001,-0.15,,
35003,0.44,,
35005,0.36,,
35006,-0.23,,
35007,-0.16,,
35009,0.42,,
35015,0.26,,
35017,-0.17,,
35019,-0.40,,
35021,0.12,,
35023,-0.20,,
35025,0.48,,
35027,0.46,,
35028,-0.15,,
35029,0.07,,
35031,-0.44,,
35033,-0.49,,
35035,0.29,,
35037,0.13,,
35039,-0.51,,
35041,0.37,,
35043,-0.08,,
35045,0.21,,
35047,-0.49,,
35049,-0.37,,
35051,0.29,,
35053,-0.10,,
35055,-0.34,,
35057,0.14,,
35059,0.22,,
35061,-0.05,,
36001,-0.23,,
36003,0.29,,
36005,-0.64,,
36007,0.04,,
36009,0.18,,
36011,0.06,,
36013,0.07,,
36015,0.11,,
36017,0.20,,
36019,0.08,,
36021,0.00,,
36023,0.03,,
36025,0.22,,
36027,0.03,,
36029,-0.08,,
36031,0.17,,
36033,0.07,,
36035,0.30,,
36037,0.28,,
36039,0.23,,
36041,0.29,,
36043,0.26,,
36045,0.19,,
36049,0.28,,
36051,0.20,,
36053,0.10,,
36055,-0.08,,
36057,0.12,,
36059,-0.02,,
36063,0.10,,
36065,0.15,,
36067,-0.09,,
36069,0.09,,
36071,0.08,,
36073,0.34,,
36075,0.22,,
36077,0.08,,
36079,0.15,,
36081,-0.45,,
36083,-0.01,,
36087,-0.19,,
36091,0.10,,
36093,-0.08,,
36095,0.18,,
36097,0.15,,
36099,0.09,,
36101,0.26,,
36103,0.10,,
36105,0.06,,
36107,0.18,,
36109,-0.20,,
36111,-0.03,,
36113,0.16,,
36115,0.14,,
36117,0.20,,
36119,-0.32,,
36121,0.37,,
36123,0.20,,
37001,-0.03,,
37003,0.18,,
37005,0.08,,
37007,-0.38,,
37009,0.12,,
37011,0.31,,
37013,0.02,,
37015,-0.46,,
37017,-0.28,,
37019,0.13,,
37021,-0.12,,
37023,0.08,,
37025,0.08,,
37027,0.21,,
37029,0.13,,
37031,0.22,,
37033,-0.16,,
37035,0.17,,
37037,-0.20,,
37039,0.24,,
37041,-0.09,,
37043,0.22,,
37045,-0.01,,
37047,-0.16,,
37049,0.02,,
37051,-0.21,,
37053,0.28,,
37055,0.07,,
37057,0.20,,
37059,0.22,,
37061,-0.08,,
37063,-0.41,,
37065,-0.48,,
37067,-0.13,,
37069,-0.13,,
37071,0.10,,
37073,-0.20,,
37075,0.24,,
37077,-0.20,,
37079,-0.27,,
37081,-0.16,,
37083,-0.45,,
37085,0.02,,
37087,-0.04,,
37089,0.07,,
37091,-0.56,,
37093,-0.28,,
37095,-0.19,,
37097,0.18,,
37099,-0.04,,
37101,0.06,,
37103,-0.13,,
37105,-0.08,,
37107,-0.21,,
37109,0.19,,
37111,0.13,,
37113,0.14,,
37115,-0.04,,
37117,-0.31,,
37119,-0.21,,
37121,0.33,,
37123,0.01,,
37125,0.11,,
37127,-0.18,,
37129,0.01,,
37131,-0.50,,
37133,0.15,,
37135,-0.32,,
37137,0.02,,
37139,-0.17,,
37141,0.09,,
37143,0.01,,
37145,-0.12,,
37147,-0.18,,
37149,0.09,,
37151,0.23,,
37153,-0.21,,
37155,-0.36,,
37157,0.02,,
37159,0.15,,
37161,0.14,,
37163,-0.04,,
37165,-0.30,,
37167,0.22,,
37169,0.22,,
37171,0.13,,
37173,-0.02,,
37175,0.01,,
37177,-0.16,,
37179,0.11,,
37181,-0.42,,
37183,-0.16,,
37185,-0.48,,
37187,-0.41,,
37189,-0.01,,
37191,-0.12,,
37193,0.23,,
37195,-0.19,,
37197,0.28,,
37199,0.01,,
39001,0.25,,
39003,0.13,,
39005,0.17,,
39007,0.04,,
39009,-0.06,,
39011,0.25,,
39013,0.07,,
39015,0.26,,
39017,0.16,,
39019,0.21,,
39021,0.20,,
39023,0.08,,
39025,0.22,,
39027,0.28,,
39029,0.18,,
39031,0.16,,
39033,0.16,,
39035,-0.24,,
39037,0.28,,
39039,0.10,,
39041,0.02,,
39043,-0.02,,
39045,0.08,,
39047,0.18,,
39049,-0.16,,
39051,0.12,,
39053,0.25,,
39055,0.13,,
39057,0.13,,
39059,0.17,,
39061,-0.07,,
39063,0.17,,
39065,0.18,,
39067,0.14,,
39069,0.12,,
39071,0.28,,
39073,0.11,,
39075,0.19,,
39077,0.13,,
39079,0.27,,
39081,0.07,,
39083,0.13,,
39085,0.07,,
39087,0.19,,
39089,0.09,,
39091,0.25,,
39093,-0.06,,
39095,-0.14,,
39097,0.13,,
39099,-0.06,,
39101,0.10,,
39103,0.11,,
39105,0.25,,
39107,0.21,,
39109,0.24,,
39111,-0.04,,
39113,0.01,,
39115,0.19,,
39117,0.17,,
39119,0.15,,
39121,0.20,,
39123,0.03,,
39125,0.11,,
39127,0.13,,
39129,0.10,,
39131,0.06,,
39133,0.05,,
39135,0.31,,
39137,0.16,,
39139,0.11,,
39141,0.06,,
39143,0.08,,
39145,0.13,,
39147,0.09,,
39149,0.24,,
39151,0.04,,
39153,0.07,,
39155,-0.05,,
39157,0.07,,
39159,0.13,,
39161,0.21,,
39163,0.17,,
39165,0.20,,
39167,0.14,,
39169,0.11,,
39171,0.17,,
39173,0.02,,
39175,0.18,,
40001,-0.03,,
40003,0.18,,
40005,-0.05,,
40007,0.18,,
40009,0.06,,
40011,0.06,,
40013,-0.03,,
40015,-0.10,,
40017,0.09,,
40019,0.01,,
40021,-0.13,,
40023,-0.04,,
40025,0.18,,
40027,-0.02,,
40029,-0.04,,
40031,-0.07,,
40033,-0.05,,
40035,-0.07,,
40037,0.07,,
40039,0.01,,
40041,0.04,,
40043,0.10,,
40045,0.15,,
40047,0.11,,
40049,0.00,,
40051,0.05,,
40053,0.16,,
40055,-0.07,,
40057,-0.16,,
40059,0.14,,
40061,-0.12,,
40063,-0.12,,
40065,0.07,,
40067,-0.07,,
40069,0.00,,
40071,0.07,,
40073,0.17,,
40075,-0.06,,
40077,-0.17,,
40081,0.06,,
40083,0.09,,
40085,-0.07,,
40087,0.07,,
40089,-0.07,,
40091,-0.12,,
40093,0.15,,
40095,0.04,,
40097,-0.01,,
40099,-0.08,,
40101,-0.16,,
40103,0.08,,
40105,0.01,,
40107,-0.10,,
40109,-0.08,,
40111,-0.13,,
40113,-0.07,,
40115,-0.08,,
40117,0.03,,
40119,-0.02,,
40121,-0.08,,
40123,-0.04,,
40125,0.00,,
40127,-0.06,,
40129,0.03,,
40131,0.09,,
40133,-0.10,,
40135,-0.07,,
40137,0.05,,
40139,0.16,,
40141,-0.02,,
40143,-0.01,,
40145,0.06,,
40147,0.05,,
40149,0.03,,
40151,0.13,,
40153,0.18,,
41001,0.39,,
41003,-0.12,,
41005,-0.02,,
41007,-0.03,,
41009,0.03,,
41011,0.16,,
41013,0.37,,
41015,0.22,,
41017,0.08,,
41019,0.30,,
41021,0.24,,
41023,0.50,,
41025,0.47,,
41027,-0.08,,
41029,0.11,,
41031,0.23,,
41033,0.28,,
41035,0.37,,
41037,0.50,,
41039,-0.05,,
41041,-0.06,,
41043,0.16,,
41045,0.43,,
41047,0.05,,
41049,0.30,,
41051,-0.27,,
41053,0.06,,
41055,0.40,,
41057,0.03,,
41059,0.27,,
41061,0.30,,
41063,0.37,,
41065,0.08,,
41067,-0.10,,
41069,0.38,,
41071,0.07,,
42001,0.24,,
42003,-0.18,,
42005,0.27,,
42007,-0.04,,
42009,0.40,,
42011,0.09,,
42013,0.32,,
42015,0.34,,
42017,0.03,,
42019,0.22,,
42021,0.07,,
42023,0.26,,
42025,0.18,,
42027,0.04,,
42029,0.02,,
42031,0.28,,
42033,0.27,,
42035,0.19,,
42037,0.24,,
42039,0.19,,
42041,0.16,,
42043,0.04,,
42045,-0.02,,
42047,0.16,,
42049,-0.05,,
42051,-0.02,,
42053,0.25,,
42055,0.31,,
42057,0.42,,
42059,0.04,,
42061,0.36,,
42063,0.19,,
42065,0.38,,
42067,0.32,,
42069,-0.14,,
42071,0.15,,
42073,0.05,,
42075,0.27,,
42077,0.02,,
42079,0.11,,
42081,0.31,,
42083,0.35,,
42085,0.08,,
42087,0.32,,
42089,0.07,,
42091,-0.10,,
42093,0.20,,
42095,0.02,,
42097,0.24,,
42099,0.33,,
42101,-0.49,,
42103,0.29,,
42105,0.44,,
42107,0.30,,
42109,0.29,,
42111,0.30,,
42113,0.28,,
42115,0.29,,
42117,0.37,,
42119,0.19,,
42121,0.23,,
42123,0.20,,
42125,0.01,,
42127,0.35,,
42129,0.07,,
42131,0.32,,
42133,0.22,,
44001,-0.10,,
44005,-0.15,,
44007,-0.39,,
45001,-0.03,,
45003,0.06,,
45005,-0.58,,
45007,0.13,,
45009,-0.40,,
45011,-0.10,,
45013,0.00,,
45015,0.00,,
45017,-0.18,,
45019,-0.13,,
45021,0.16,,
45023,-0.10,,
45025,-0.06,,
45027,-0.24,,
45029,-0.07,,
45031,-0.11,,
45033,-0.14,,
45035,0.00,,
45037,-0.02,,
45039,-0.37,,
45041,-0.11,,
45043,-0.02,,
45045,0.04,,
45047,-0.04,,
45049,-0.32,,
45051,0.21,,
45053,-0.18,,
45055,0.00,,
45057,0.05,,
45059,0.03,,
45061,-0.36,,
45063,0.11,,
45065,-0.12,,
45067,-0.32,,
45069,-0.34,,
45071,-0.01,,
45073,0.13,,
45075,-0.47,,
45077,0.16,,
45079,-0.33,,
45081,0.05,,
45083,0.07,,
45085,-0.27,,
45087,-0.05,,
45089,-0.43,,
45091,0.06,,
46003,-0.03,,
46005,-0.03,,
46007,0.26,,
46009,0.13,,
46011,-0.01,,
46013,0.01,,
46015,0.08,,
46017,-0.32,,
46019,0.46,,
46021,0.68,,
46023,0.10,,
46025,0.14,,
46027,-0.17,,
46029,0.18,,
46031,0.02,,
46033,0.41,,
46035,0.12,,
46037,-0.11,,
46039,-0.04,,
46041,0.00,,
46043,0.43,,
46045,0.29,,
46047,0.39,,
46049,0.28,,
46051,0.15,,
46053,0.21,,
46055,0.66,,
46057,0.28,,
46059,0.37,,
46061,0.35,,
46063,0.65,,
46065,0.30,,
46067,0.38,,
46069,0.28,,
46071,0.28,,
46073,-0.02,,
46075,0.54,,
46077,0.22,,
46079,0.07,,
46081,0.26,,
46083,0.06,,
46085,0.39,,
46087,0.13,,
46089,0.49,,
46091,-0.17,,
46093,0.38,,
46095,0.16,,
46097,-0.03,,
46099,-0.04,,
46101,-0.08,,
46103,0.25,,
46105,0.53,,
46107,0.60,,
46109,-0.09,,
46111,0.20,,
46115,0.02,,
46117,0.38,,
46119,0.33,,
46121,-0.29,,
46123,0.37,,
46125,0.16,,
46127,0.16,,
46129,0.52,,
46135,-0.03,,
46137,-0.04,,
47001,0.13,,
47003,0.24,,
47005,0.20,,
47007,0.23,,
47009,0.20,,
47011,0.23,,
47013,0.30,,
47015,0.27,,
47017,0.19,,
47019,0.32,,
47021,0.20,,
47023,0.23,,
47025,0.33,,
47027,0.24,,
47029,0.41,,
47031,0.19,,
47033,0.22,,
47035,0.28,,
47037,-0.22,,
47039,0.25,,
47041,0.18,,
47043,0.15,,
47045,0.26,,
47047,0.09,,
47049,0.31,,
47051,0.17,,
47053,0.15,,
47055,0.20,,
47057,0.39,,
47059,0.31,,
47061,0.21,,
47063,0.32,,
47065,0.02,,
47067,0.35,,
47069,-0.13,,
47071,0.33,,
47073,0.34,,
47075,-0.21,,
47077,0.31,,
47079,0.26,,
47081,0.22,,
47083,0.14,,
47085,0.14,,
47087,0.15,,
47089,0.33,,
47091,0.33,,
47093,0.09,,
47095,0.17,,
47097,0.02,,
47099,0.20,,
47101,0.28,,
47103,0.30,,
47105,0.27,,
47107,0.26,,
47109,0.24,,
47111,0.40,,
47113,-0.01,,
47115,0.15,,
47117,0.20,,
47119,0.15,,
47121,0.26,,
47123,0.29,,
47125,0.04,,
47127,0.27,,
47129,0.28,,
47131,0.21,,
47133,0.15,,
47135,0.25,,
47137,0.27,,
47139,0.12,,
47141,0.16,,
47143,0.31,,
47145,0.20,,
47147,0.17,,
47149,0.10,,
47151,0.31,,
47153,0.30,,
47155,0.35,,
47157,-0.30,,
47159,0.20,,
47161,0.16,,
47163,0.22,,
47165,0.17,,
47167,0.21,,
47169,0.10,,
47171,0.39,,
47173,0.34,,
47175,0.20,,
47177,0.14,,
47179,0.19,,
47181,0.38,,
47183,0.16,,
47185,0.27,,
47187,0.10,,
47189,0.17,,
48001,0.15,,
48003,0.23,,
48005,0.11,,
48007,0.28,,
48009,0.24,,
48011,0.27,,
48013,0.00,,
48015,0.19,,
48017,0.14,,
48019,0.25,,
48021,0.05,,
48023,0.24,,
48025,-0.08,,
48027,0.02,,
48029,-0.18,,
48031,0.20,,
48033,0.28,,
48035,0.20,,
48037,0.14,,
48039,0.02,,
48041,0.03,,
48043,-0.13,,
48045,0.21,,
48047,-0.78,,
48049,0.24,,
48051,0.14,,
48053,0.20,,
48055,-0.05,,
48057,0.03,,
48059,0.28,,
48061,-0.39,,
48063,0.06,,
48065,0.20,,
48067,0.13,,
48069,0.12,,
48071,0.17,,
48073,0.14,,
48075,0.23,,
48077,0.24,,
48079,0.22,,
48081,0.26,,
48083,0.26,,
48085,0.04,,
48087,0.19,,
48089,0.14,,
48091,0.13,,
48093,0.22,,
48095,0.28,,
48097,0.24,,
48099,0.16,,
48101,0.17,,
48103,0.18,,
48105,-0.31,,
48107,0.06,,
48109,-0.55,,
48111,0.27,,
48113,-0.21,,
48115,0.20,,
48117,0.10,,
48119,0.25,,
48121,0.06,,
48125,0.27,,
48127,-0.73,,
48129,0.25,,
48131,-0.76,,
48133,0.21,,
48135,0.15,,
48137,0.27,,
48139,0.11,,
48141,-0.35,,
48143,0.21,,
48145,0.11,,
48147,0.21,,
48149,0.21,,
48151,-0.09,,
48153,0.13,,
48155,-0.31,,
48157,-0.12,,
48159,0.20,,
48161,0.23,,
48163,-0.61,,
48165,0.21,,
48167,0.05,,
48169,0.18,,
48171,0.15,,
48173,0.20,,
48175,0.06,,
48177,0.17,,
48179,0.27,,
48181,0.18,,
48183,0.06,,
48185,0.16,,
48187,0.08,,
48189,0.13,,
48191,0.16,,
48193,0.25,,
48195,0.23,,
48197,0.19,,
48199,0.26,,
48201,-0.14,,
48203,0.08,,
48205,0.20,,
48207,0.05,,
48209,-0.05,,
48211,0.28,,
48213,0.18,,
48215,-0.47,,
48217,0.23,,
48219,0.20,,
48221,0.24,,
48223,0.19,,
48225,0.21,,
48227,0.17,,
48229,-0.17,,
48231,0.18,,
48233,0.25,,
48235,0.14,,
48237,0.28,,
48239,0.18,,
48241,0.16,,
48243,0.01,,
48245,-0.27,,
48247,-0.77,,
48249,-0.48,,
48251,0.18,,
48253,0.23,,
48255,-0.16,,
48257,0.16,,
48259,0.17,,
48261,-0.54,,
48263,0.18,,
48265,0.19,,
48267,0.32,,
48269,0.33,,
48271,-0.03,,
48273,-0.25,,
48275,0.17,,
48277,0.22,,
48279,0.17,,
48281,0.22,,
48283,-0.44,,
48287,0.21,,
48289,0.24,,
48291,0.24,,
48293,0.16,,
48295,0.26,,
48297,0.20,,
48299,0.23,,
48301,0.11,,
48303,0.07,,
48305,0.22,,
48307,0.27,,
48309,0.06,,
48311,0.39,,
48313,0.19,,
48315,0.12,,
48317,0.17,,
48319,0.17,,
48321,0.07,,
48323,-0.67,,
48325,0.13,,
48327,0.32,,
48329,0.13,,
48331,0.17,,
48333,0.28,,
48335,0.18,,
48337,0.30,,
48339,0.16,,
48341,0.17,,
48343,0.02,,
48345,0.27,,
48347,0.06,,
48349,0.17,,
48351,0.03,,
48353,0.17,,
48355,-0.15,,
48357,0.22,,
48359,0.19,,
48361,0.19,,
48363,0.24,,
48365,0.19,,
48367,0.21,,
48369,0.10,,
48371,-0.17,,
48373,0.22,,
48375,0.10,,
48377,-0.56,,
48379,0.23,,
48381,0.14,,
48383,0.25,,
48385,0.33,,
48387,0.20,,
48389,-0.60,,
48391,-0.13,,
48393,0.30,,
48395,-0.04,,
48397,0.16,,
48399,0.26,,
48401,0.14,,
48403,0.34,,
48405,0.18,,
48407,0.19,,
48409,-0.04,,
48411,0.25,,
48413,0.11,,
48415,0.21,,
48417,0.31,,
48419,0.23,,
48421,0.20,,
48423,0.05,,
48425,0.25,,
48427,-0.79,,
48429,0.36,,
48431,0.28,,
48433,0.08,,
48435,0.24,,
48437,0.08,,
48439,-0.04,,
48441,0.13,,
48443,-0.07,,
48445,0.17,,
48447,0.23,,
48449,0.18,,
48451,0.13,,
48453,-0.21,,
48455,0.28,,
48457,0.23,,
48459,0.19,,
48461,0.11,,
48463,-0.23,,
48465,-0.20,,
48467,0.22,,
48469,0.08,,
48471,0.11,,
48473,0.06,,
48475,0.04,,
48477,0.10,,
48479,-0.60,,
48481,0.13,,
48483,0.30,,
48485,0.12,,
48487,0.24,,
48489,-0.64,,
48491,0.01,,
48493,0.11,,
48495,0.32,,
48497,0.23,,
48499,0.24,,
48501,0.27,,
48503,0.24,,
48505,-0.71,,
48507,-0.81,,
49001,0.24,,
49003,0.09,,
49005,0.03,,
49007,0.12,,
49009,0.30,,
49011,0.07,,
49013,0.15,,
49015,0.17,,
49017,0.14,,
49019,-0.03,,
49021,0.14,,
49023,0.11,,
49025,0.11,,
49027,0.17,,
49029,0.11,,
49031,0.42,,
49033,0.12,,
49035,-0.03,,
49037,0.06,,
49039,0.14,,
49041,0.20,,
49043,-0.07,,
49045,0.06,,
49047,0.17,,
49049,0.06,,
49051,0.07,,
49053,0.17,,
49055,0.05,,
49057,0.03,,
50001,0.05,,
50003,0.01,,
50007,0.08,,
50009,-0.01,,
50011,0.12,,
50013,0.06,,
50017,0.16,,
50021,0.05,,
50023,0.06,,
50025,-0.02,,
50027,0.00,,
51001,0.04,,
51003,-0.16,,
51005,0.14,,
51007,0.13,,
51009,0.12,,
51011,0.19,,
51013,-0.37,,
51015,0.21,,
51017,0.18,,
51019,0.19,,
51021,0.35,,
51023,0.17,,
51025,-0.30,,
51027,0.35,,
51029,0.01,,
51031,0.19,,
51033,-0.08,,
51035,0.33,,
51036,-0.37,,
51037,0.07,,
51041,-0.05,,
51043,0.06,,
51045,0.27,,
51047,0.13,,
51049,0.01,,
51051,0.27,,
51053,-0.09,,
51057,-0.10,,
51059,-0.20,,
51061,0.11,,
51063,0.17,,
51065,-0.01,,
51067,0.18,,
51069,0.15,,
51071,0.22,,
51073,0.16,,
51075,0.03,,
51077,0.29,,
51079,0.12,,
51081,-0.28,,
51083,0.07,,
51085,0.11,,
51087,-0.18,,
51089,0.14,,
51091,0.14,,
51093,0.01,,
51095,-0.04,,
51097,-0.05,,
51099,0.10,,
51101,0.08,,
51103,0.02,,
51105,0.32,,
51107,-0.08,,
51109,0.06,,
51111,-0.04,,
51113,0.12,,
51115,0.13,,
51117,-0.01,,
51119,0.14,,
51121,-0.02,,
51125,-0.09,,
51127,0.12,,
51131,-0.09,,
51133,0.07,,
51135,-0.02,,
51137,0.12,,
51139,0.28,,
51141,0.25,,
51143,0.16,,
51145,0.17,,
51147,-0.13,,
51149,-0.01,,
51153,-0.13,,
51155,0.23,,
51157,0.06,,
51159,-0.02,,
51161,0.10,,
51163,0.05,,
51165,0.18,,
51167,0.29,,
51169,0.34,,
51171,0.18,,
51173,0.29,,
51175,-0.05,,
51177,0.05,,
51179,0.03,,
51181,-0.25,,
51183,-0.27,,
51185,0.39,,
51187,0.16,,
51191,0.22,,
51193,0.04,,
51195,0.33,,
51197,0.30,,
51199,0.04,,
51600,-0.18,,
51620,-0.32,,
51760,-0.39,,
51770,-0.14,,
53001,0.81,,
53003,0.81,,
53005,0.76,,
53007,0.78,,
53009,0.78,,
53011,0.76,,
53013,0.83,,
53015,0.80,,
53017,0.81,,
53019,0.85,,
53021,0.75,,
53023,0.69,,
53025,0.83,,
53027,0.83,,
53029,0.68,,
53031,0.73,,
53033,0.63,,
53035,0.73,,
53037,0.82,,
53039,0.80,,
53041,0.83,,
53043,0.80,,
53045,0.79,,
53047,0.81,,
53049,0.82,,
53051,0.83,,
53053,0.75,,
53055,0.67,,
53057,0.77,,
53059,0.82,,
53061,0.72,,
53063,0.75,,
53065,0.82,,
53067,0.73,,
53069,0.83,,
53071,0.79,,
53073,0.75,,
53075,0.72,,
53077,0.83,,
54001,0.29,,
54003,0.30,,
54005,0.03,,
54007,-0.01,,
54009,0.08,,
54011,0.09,,
54013,0.10,,
54015,0.07,,
54017,0.61,,
54019,0.04,,
54021,0.06,,
54023,0.76,,
54025,0.13,,
54027,0.32,,
54029,0.14,,
54031,0.16,,
54033,0.09,,
54035,0.28,,
54037,0.09,,
54039,0.03,,
54041,0.32,,
54043,0.05,,
54045,0.03,,
54047,-0.01,,
54049,0.04,,
54051,0.21,,
54053,0.21,,
54055,0.29,,
54057,0.44,,
54059,0.02,,
54061,0.05,,
54063,0.30,,
54065,0.52,,
54067,0.20,,
54069,0.13,,
54071,0.13,,
54073,0.27,,
54075,0.13,,
54077,0.43,,
54079,0.28,,
54081,0.25,,
54083,0.10,,
54085,0.60,,
54087,0.20,,
54089,0.05,,
54091,0.23,,
54093,0.22,,
54095,0.51,,
54097,0.44,,
54099,0.09,,
54101,0.02,,
54103,0.06,,
54105,0.25,,
54107,0.32,,
54109,0.22,,
55001,0.13,,
55003,0.00,,
55005,0.12,,
55007,0.02,,
55009,0.02,,
55011,0.12,,
55013,0.14,,
55015,0.06,,
55017,0.08,,
55019,0.15,,
55021,0.01,,
55023,0.01,,
55025,-0.17,,
55027,0.07,,
55029,0.00,,
55031,0.01,,
55033,0.05,,
55035,-0.02,,
55037,0.29,,
55039,0.06,,
55041,0.16,,
55043,0.03,,
55045,0.00,,
55047,0.17,,
55049,-0.06,,
55051,0.20,,
55053,0.08,,
55055,0.03,,
55057,0.17,,
55059,0.01,,
55061,0.07,,
55063,-0.01,,
55065,0.01,,
55067,0.17,,
55069,0.13,,
55071,0.05,,
55073,0.11,,
55075,0.14,,
55077,0.13,,
55078,-0.17,,
55079,-0.23,,
55081,0.10,,
55083,0.14,,
55085,0.12,,
55087,0.04,,
55089,-0.02,,
55091,0.07,,
55093,0.04,,
55095,0.11,,
55097,0.00,,
55099,0.15,,
55101,-0.04,,
55103,0.03,,
55105,-0.02,,
55107,0.16,,
55109,0.07,,
55111,0.01,,
55113,0.17,,
55115,0.15,,
55117,-0.02,,
55119,0.19,,
55121,0.05,,
55123,0.05,,
55125,0.19,,
55127,0.07,,
55129,0.14,,
55131,0.06,,
55133,0.01,,
55135,0.13,,
55137,0.15,,
55139,0.03,,
55141,0.09,,
56001,-0.24,,
56003,-0.50,,
56005,-0.33,,
56007,-0.57,,
56009,-0.40,,
56011,-0.50,,
56013,-0.50,,
56015,-0.60,,
56017,-0.50,,
56019,-0.50,,
56021,-0.11,,
56023,-0.50,,
56025,-0.53,,
56027,0.00,,
56029,-0.38,,
56031,-0.33,,
56033,-0.50,,
56035,-0.25,,
56037,-0.45,,
56039,-0.40,,
56041,-0.44,,
56043,-0.67,,
56045,-0.50,,
